label,count,category,method,confidence,details
site,2620,External_sample_id,similarity,MEDIUM,Similar to: side (score: 0.750)
sample,2422,External_sample_id,keyword,MEDIUM,keyword: sample
location,2284,External_sample_id,similarity,MEDIUM,Similar to: location/side (score: 0.762)
sample group,2179,External_sample_id,keyword,MEDIUM,keyword: sample
mouse id,1755,External_sample_id,keyword,MEDIUM,keyword: id
donor id,1737,External_sample_id,keyword,HIGH,exact_match: donor id
slide no,1700,External_sample_id,keyword,MEDIUM,keyword: id
source,1670,External_sample_id,similarity,MEDIUM,Similar to: source id (score: 0.800)
participant id,1666,External_sample_id,keyword,MEDIUM,keyword: id
controlid,1655,External_sample_id,keyword,MEDIUM,keyword: id
donor_id,1361,External_sample_id,keyword,HIGH,exact_match: donor_id
animal,1261,External_sample_id,similarity,MEDIUM,Similar to: animal id (score: 0.800)
patientid,1239,External_sample_id,keyword,MEDIUM,keyword: patient
batch id,1213,External_sample_id,keyword,MEDIUM,keyword: id
individual id,1208,External_sample_id,keyword,MEDIUM,keyword: id
barcode,1156,External_sample_id,keyword,MEDIUM,keyword: barcode
patient_id,1152,External_sample_id,keyword,HIGH,exact_match: patient_id
animal id,1019,External_sample_id,keyword,MEDIUM,keyword: id
patient diagnosis,1001,External_sample_id,keyword,MEDIUM,keyword: patient
provider,1000,External_sample_id,keyword,MEDIUM,keyword: id
enrollment batch,1000,External_sample_id,llm,MEDIUM,"Enrollment batch could refer to a group of patients or samples, but it is not a clear fit for any category."
patient gender,977,External_sample_id,keyword,MEDIUM,keyword: patient
clone,871,External_sample_id,similarity,MEDIUM,Similar to: clone id (score: 0.769)
cell line id,847,External_sample_id,keyword,MEDIUM,keyword: id
sampleID,841,External_sample_id,keyword,MEDIUM,keyword: id
donor_age,835,External_sample_id,keyword,MEDIUM,keyword: donor
donor_sex,835,External_sample_id,keyword,MEDIUM,keyword: donor
donor_health_status,835,External_sample_id,keyword,MEDIUM,keyword: donor
donor_ethnicity,835,External_sample_id,keyword,MEDIUM,keyword: donor
participant,742,External_sample_id,keyword,MEDIUM,keyword: participant
study,741,External_sample_id,similarity,MEDIUM,Similar to: studyid (score: 0.833)
patient viral load,726,External_sample_id,keyword,MEDIUM,keyword: patient
patient group,721,External_sample_id,keyword,MEDIUM,keyword: patient
sample source,708,External_sample_id,keyword,MEDIUM,keyword: sample
chip_antibody_provider,708,External_sample_id,keyword,MEDIUM,keyword: id
sample alias,707,External_sample_id,keyword,MEDIUM,keyword: sample
sample common name,707,External_sample_id,keyword,MEDIUM,keyword: sample
chip_antibody_lot,696,External_sample_id,similarity,MEDIUM,Similar to: chip_antibody_provider (score: 0.769)
sample collection site,652,External_sample_id,keyword,MEDIUM,keyword: sample
patient sample id,610,External_sample_id,keyword,MEDIUM,keyword: patient
sample.id,597,External_sample_id,keyword,MEDIUM,keyword: id
patient age,597,External_sample_id,keyword,MEDIUM,keyword: patient
ID,584,External_sample_id,keyword,MEDIUM,keyword: id
covid_status,538,External_sample_id,keyword,MEDIUM,keyword: id
slide,522,External_sample_id,keyword,MEDIUM,keyword: id
donor age,518,External_sample_id,keyword,MEDIUM,keyword: donor
sample_code,503,External_sample_id,keyword,MEDIUM,keyword: sample
volunteer id,500,External_sample_id,keyword,MEDIUM,keyword: id
blood sample id,500,External_sample_id,keyword,MEDIUM,keyword: id
plate id,500,External_sample_id,keyword,MEDIUM,keyword: id
patient_asymptomatic,500,External_sample_id,keyword,MEDIUM,keyword: patient
blood sample_id,500,External_sample_id,keyword,HIGH,exact_match: sample_id
in_covid_only_dataset,500,External_sample_id,keyword,MEDIUM,keyword: id
external_donor_name,500,External_sample_id,keyword,MEDIUM,keyword: donor
cosmic id,500,External_sample_id,keyword,MEDIUM,keyword: id
patient classification_at_first_sample,500,External_sample_id,keyword,MEDIUM,keyword: patient
days since_first_sample,500,External_sample_id,keyword,MEDIUM,keyword: sample
external id,500,External_sample_id,keyword,MEDIUM,keyword: id
days since first sample,500,External_sample_id,keyword,MEDIUM,keyword: sample
sample id alt,500,External_sample_id,keyword,MEDIUM,keyword: id
patient classification at first sample,500,External_sample_id,keyword,MEDIUM,keyword: patient
sample class,500,External_sample_id,keyword,MEDIUM,keyword: sample
patient category,500,External_sample_id,keyword,MEDIUM,keyword: patient
vendor id,500,External_sample_id,keyword,MEDIUM,keyword: id
platform_id_id design,500,External_sample_id,keyword,MEDIUM,keyword: id
sample_name,500,External_sample_id,keyword,MEDIUM,keyword: sample
slide_position,492,External_sample_id,keyword,MEDIUM,keyword: id
code,473,External_sample_id,llm,MEDIUM,Could be an internal ID for patients
sample name,470,External_sample_id,keyword,MEDIUM,keyword: sample
sample timing,455,External_sample_id,keyword,MEDIUM,keyword: sample
covid cat,455,External_sample_id,keyword,MEDIUM,keyword: id
covid,455,External_sample_id,keyword,MEDIUM,keyword: id
vital status,450,External_sample_id,similarity,MEDIUM,Similar to: covid status (score: 0.750)
subject_id,442,External_sample_id,keyword,HIGH,exact_match: subject_id
sample material,438,External_sample_id,keyword,MEDIUM,keyword: sample
sample collection time,421,External_sample_id,keyword,MEDIUM,keyword: sample
array,407,External_sample_id,similarity,MEDIUM,Similar to: array id (score: 0.769)
symptomatic or asymptomatic at sample collection,397,External_sample_id,keyword,MEDIUM,keyword: sample
non human primate individual id,390,External_sample_id,keyword,MEDIUM,keyword: id
vaccine side effects,387,External_sample_id,keyword,MEDIUM,keyword: id
age at sample drawn,387,External_sample_id,keyword,MEDIUM,keyword: sample
library date,385,External_sample_id,similarity,MEDIUM,Similar to: library id (score: 0.818)
sample preparation,380,External_sample_id,keyword,MEDIUM,keyword: sample
chip antibody vendor,380,External_sample_id,similarity,MEDIUM,Similar to: antibody vendor id (score: 0.789)
sample_group,377,External_sample_id,keyword,MEDIUM,keyword: sample
slide id,377,External_sample_id,keyword,MEDIUM,keyword: id
subject group,371,External_sample_id,keyword,MEDIUM,keyword: subject
sample group_label,353,External_sample_id,keyword,MEDIUM,keyword: sample
sample number within subject,339,External_sample_id,keyword,MEDIUM,keyword: sample
sample collection,335,External_sample_id,keyword,MEDIUM,keyword: sample
animal_id,334,External_sample_id,keyword,MEDIUM,keyword: id
tissue id,333,External_sample_id,keyword,MEDIUM,keyword: id
monkey id,324,External_sample_id,keyword,MEDIUM,keyword: id
donor category,317,External_sample_id,keyword,MEDIUM,keyword: donor
slide name,313,External_sample_id,keyword,MEDIUM,keyword: id
sample time,302,External_sample_id,keyword,MEDIUM,keyword: sample
Individual,300,External_sample_id,keyword,MEDIUM,keyword: id
subject number,272,External_sample_id,keyword,MEDIUM,keyword: subject
sample_set,265,External_sample_id,keyword,MEDIUM,keyword: sample
donor_id_blinded,258,External_sample_id,keyword,MEDIUM,keyword: id
sample_group_granular,251,External_sample_id,keyword,MEDIUM,keyword: sample
volunteer code,250,External_sample_id,similarity,MEDIUM,Similar to: volunteer id (score: 0.846)
donor type,240,External_sample_id,keyword,MEDIUM,keyword: donor
paired samples,239,External_sample_id,keyword,MEDIUM,keyword: sample
original geo accession,238,External_sample_id,llm,HIGH,Original geo accession seems to be an identifier for samples.
patient.code,231,External_sample_id,keyword,MEDIUM,keyword: patient
sample_type,226,External_sample_id,keyword,MEDIUM,keyword: sample
subject condition,221,External_sample_id,keyword,MEDIUM,keyword: subject
subject diagnosis,213,External_sample_id,keyword,MEDIUM,keyword: subject
sample day,212,External_sample_id,keyword,MEDIUM,keyword: sample
tissue/sample type,209,External_sample_id,keyword,MEDIUM,keyword: sample
hybridization batch,206,External_sample_id,keyword,MEDIUM,keyword: id
diagnosis recto sigmoid,202,External_sample_id,keyword,MEDIUM,keyword: id
patient_age,201,External_sample_id,keyword,MEDIUM,keyword: patient
patient_visit,201,External_sample_id,keyword,MEDIUM,keyword: patient
patient sex,199,External_sample_id,keyword,MEDIUM,keyword: patient
library,198,External_sample_id,similarity,MEDIUM,Similar to: library id (score: 0.824)
patient code,195,External_sample_id,keyword,MEDIUM,keyword: patient
plate_number,195,External_sample_id,similarity,MEDIUM,Similar to: patient number (score: 0.769)
patient subgroup,184,External_sample_id,keyword,MEDIUM,keyword: patient
patient number,183,External_sample_id,keyword,MEDIUM,keyword: patient
hybridization protocol,182,External_sample_id,keyword,MEDIUM,keyword: id
study id,181,External_sample_id,keyword,MEDIUM,keyword: id
sample tissue,179,External_sample_id,keyword,MEDIUM,keyword: sample
sample_id,173,External_sample_id,keyword,HIGH,exact_match: sample_id
volunteer,171,External_sample_id,similarity,MEDIUM,Similar to: volunteer id (score: 0.857)
long-covid symptoms,168,External_sample_id,keyword,MEDIUM,keyword: id
subset,168,External_sample_id,similarity,MEDIUM,Similar to: subject (score: 0.769)
study participant,159,External_sample_id,keyword,MEDIUM,keyword: participant
sample_site,158,External_sample_id,keyword,MEDIUM,keyword: sample
clinical diagnosis patient,150,External_sample_id,keyword,MEDIUM,keyword: patient
sample recovery type,150,External_sample_id,keyword,MEDIUM,keyword: sample
sample_barcode,149,External_sample_id,keyword,MEDIUM,keyword: sample
slide_id,148,External_sample_id,keyword,MEDIUM,keyword: id
"deceased donors, only left kidney included in the analysis",148,External_sample_id,keyword,MEDIUM,keyword: id
side,146,External_sample_id,keyword,MEDIUM,keyword: id
identifier,142,External_sample_id,keyword,MEDIUM,keyword: id
patient treatment,141,External_sample_id,keyword,MEDIUM,keyword: patient
subjects,137,External_sample_id,keyword,MEDIUM,keyword: subject
sample origin,135,External_sample_id,keyword,MEDIUM,keyword: sample
time since steroid dose,134,External_sample_id,keyword,MEDIUM,keyword: id
family,134,External_sample_id,similarity,MEDIUM,Similar to: family id (score: 0.800)
donor_genotype,132,External_sample_id,keyword,MEDIUM,keyword: donor
sample collection time post infection,130,External_sample_id,keyword,MEDIUM,keyword: sample
scan id,120,External_sample_id,keyword,MEDIUM,keyword: id
steroids,120,External_sample_id,keyword,MEDIUM,keyword: id
line number,117,External_sample_id,similarity,MEDIUM,Similar to: sample number (score: 0.750)
array batch,116,External_sample_id,similarity,MEDIUM,Similar to: array barcode (score: 0.750)
hospital,116,External_sample_id,llm,LOW,"Hospital could be a part of an external sample ID, but it is not entirely clear without more context."
mouse_id,110,External_sample_id,keyword,MEDIUM,keyword: id
donor code,110,External_sample_id,keyword,MEDIUM,keyword: donor
type of sample,109,External_sample_id,keyword,MEDIUM,keyword: sample
patient population,108,External_sample_id,keyword,MEDIUM,keyword: patient
sample age proxy,105,External_sample_id,keyword,MEDIUM,keyword: sample
patient condition,104,External_sample_id,keyword,MEDIUM,keyword: patient
family id,104,External_sample_id,keyword,MEDIUM,keyword: id
sample subseries,103,External_sample_id,keyword,MEDIUM,keyword: sample
matched pair id,102,External_sample_id,keyword,MEDIUM,keyword: id
replicate id,101,External_sample_id,keyword,MEDIUM,keyword: id
donor number,100,External_sample_id,keyword,MEDIUM,keyword: donor
individual identifier,96,External_sample_id,keyword,MEDIUM,keyword: id
volunteer number,96,External_sample_id,llm,HIGH,Volunteer number is an identifier for a participant in a study
specimen_barcode,95,External_sample_id,keyword,MEDIUM,keyword: barcode
mouse identifier,94,External_sample_id,keyword,MEDIUM,keyword: id
patient source,91,External_sample_id,keyword,MEDIUM,keyword: patient
biopsy number for this subject,91,External_sample_id,keyword,MEDIUM,keyword: subject
sample number,89,External_sample_id,keyword,MEDIUM,keyword: sample
Patient,89,External_sample_id,keyword,MEDIUM,keyword: patient
unique_subject_identifier,88,External_sample_id,keyword,MEDIUM,keyword: id
sample collection time post virus infection,87,External_sample_id,keyword,MEDIUM,keyword: sample
tissue/treatment id,84,External_sample_id,keyword,MEDIUM,keyword: id
alias,83,External_sample_id,llm,HIGH,Alias is likely an alternative identifier for a sample or patient.
donor_type,81,External_sample_id,keyword,MEDIUM,keyword: donor
pool no,81,External_sample_id,llm,HIGH,Pool no is likely a unique identifier for a sample pool.
animal identifier,80,External_sample_id,keyword,MEDIUM,keyword: id
library id,79,External_sample_id,keyword,MEDIUM,keyword: id
folder name,79,External_sample_id,similarity,MEDIUM,Similar to: slide name (score: 0.762)
age patient,78,External_sample_id,keyword,MEDIUM,keyword: patient
patient identifier,78,External_sample_id,keyword,MEDIUM,keyword: patient
covid infection_status,77,External_sample_id,keyword,MEDIUM,keyword: id
covid severity_status,77,External_sample_id,keyword,MEDIUM,keyword: id
steroids_cat,76,External_sample_id,keyword,MEDIUM,keyword: id
nasal_steroids,76,External_sample_id,keyword,MEDIUM,keyword: id
pool id,75,External_sample_id,keyword,MEDIUM,keyword: id
number of pooled individuals,75,External_sample_id,keyword,MEDIUM,keyword: id
peptide,75,External_sample_id,keyword,MEDIUM,keyword: id
minimum counts per cell threshold used to remove background barcodes,75,External_sample_id,keyword,MEDIUM,keyword: barcode
sample plate,74,External_sample_id,keyword,MEDIUM,keyword: sample
patient identification number,72,External_sample_id,keyword,MEDIUM,keyword: patient
sort population,72,External_sample_id,similarity,MEDIUM,Similar to: sample population (score: 0.750)
sample description,71,External_sample_id,keyword,MEDIUM,keyword: sample
donor covid_status,70,External_sample_id,keyword,MEDIUM,keyword: id
steroid,67,External_sample_id,keyword,MEDIUM,keyword: id
size,66,External_sample_id,similarity,MEDIUM,Similar to: side (score: 0.750)
with_lesion_sample,64,External_sample_id,keyword,MEDIUM,keyword: sample
id sample,64,External_sample_id,keyword,MEDIUM,keyword: id
id simple,64,External_sample_id,keyword,MEDIUM,keyword: id
methylation_geo_id,64,External_sample_id,keyword,MEDIUM,keyword: id
